loterijen | likeuren | steenkolen | goederen | artikelen | zeep,zaken | aangelegenheden | staatkunde | betrekkingen | politiek | zendingen,leden | ministers | vijanden | staten | commissarissen | geleerden,beurzen | fondsen | effecten | effekten | fondfen,handel | granen | orders | verzending | prijshoudend | tarwe,mogendheden | dagbladen | bladen | gezanten | regeringen | mogendheid,scheepvaart | havens | markten | bezittingen | producten | schepen,en | zonder | voorkomende | mede | als | met,berigten | tijdingen | beursberigten | nieuwstijdingen | lijdingen | berichten,schuld | schuldeischers | coupons | rekening | wissels | leening,waren | was | zijn | leverden,reis | zeevaart | aken | reizen | hulp | haven,year,sum
0.1681614349775785,53.86771300448431,0.1681614349775785,7.399103139013453,2.0739910313901344,2.130044843049327,2.18609865470852,1.2331838565022422,28.195067264573993,0.4484304932735426,1.4013452914798208,0.7286995515695067,1843,1784.0
0.3658536585365854,44.390243902439025,0.12195121951219512,7.560975609756097,2.073170731707317,1.0365853658536586,4.146341463414634,0.9146341463414633,37.19512195121951,1.1585365853658536,0.6707317073170732,0.3658536585365854,1844,1640.0
0.09254974548819991,47.80194354465525,0.18509949097639983,3.8870893105043964,1.3882461823229986,1.1568718186024989,4.211013419713096,1.203146691346599,36.74224895881537,1.8047200370198981,0.6941230911614993,0.8329477093937991,1845,2161.0
0.0,52.50982103884766,0.08729812309035355,4.801396769969446,2.226102138804016,1.0912265386294195,1.003928415539066,1.0912265386294195,33.56612832824094,2.2697512003491926,0.2618943692710607,1.0912265386294195,1846,2291.0
0.0,48.45246868091378,0.7369196757553427,5.158437730287399,2.6529108327192334,3.316138540899042,1.2159174649963154,0.7737656595431098,28.039793662490787,4.679439941046426,2.800294767870302,2.1739130434782608,1847,2714.0
0.0,55.38379530916845,0.053304904051172705,9.914712153518124,0.4797441364605544,1.7857142857142856,0.3464818763326226,0.42643923240938164,29.90405117270789,1.279317697228145,0.18656716417910446,0.2398720682302772,1848,3752.0
0.060790273556231005,54.8936170212766,0.303951367781155,10.121580547112462,0.4559270516717325,2.1580547112462005,1.1246200607902737,0.2735562310030395,28.601823708206688,1.033434650455927,0.364741641337386,0.60790273556231,1849,3290.0
0.05747126436781609,52.09770114942529,0.28735632183908044,10.86206896551724,0.6609195402298851,1.3218390804597702,0.8045977011494253,0.603448275862069,28.620689655172416,2.270114942528736,0.4885057471264368,1.9252873563218391,1850,3480.0
0.8898776418242491,42.5287356321839,2.4100852799406747,13.830181683351872,1.2235817575083427,2.4471635150166855,1.1123470522803114,0.482017055988135,31.368186874304783,1.5202076381164256,1.3348164627363739,0.8527994067482388,1851,2697.0
0.5068018138170179,47.66604427847426,0.8802347292611362,9.229127767404641,0.5068018138170179,4.7746065617498,1.200320085356095,0.6134969325153374,32.40864230461457,0.5068018138170179,0.40010669511869834,1.3070152040544145,1852,3749.0
0.34869240348692404,47.12328767123288,0.547945205479452,7.671232876712329,0.6724782067247821,5.354919053549191,0.921544209215442,0.32378580323785805,33.872976338729764,0.6724782067247821,0.32378580323785805,2.1668742216687424,1853,4015.0
0.1504136375031336,45.72574580095262,0.3008272750062672,8.623715216846326,1.4038606166959138,2.4316871396339934,7.671095512659814,0.5515166708448233,28.804211581850087,0.7771371270995237,1.153171220857358,2.4066182000501377,1854,3989.0
