waren | was | en | met | werd | leverde,soorten | markt | ruwe | merken | granen | koersen,leden | huizen | zeevaart | bankbiljetten | kunstenaars | commissarissen,berigten | nieuwstijdingen | beursberigten | reis | tijdingen | berichten,1867 | dito | rogge | handelsberichten | 70 | ij,zaken | politiek | aangelegenheden | staatkunde | betrekkingen | pers,mogendheden | bladen | dagbladen | gezanten | regeringen | hoven,beurzen | fondsen | effecten | havens | markten | rekening,year,sum
0.27829313543599254,1.2987012987012987,1.7857142857142856,33.650278293135436,1.2987012987012987,41.58163265306122,2.75974025974026,17.346938775510203,1855,4312.0
1.1256281407035176,1.7889447236180904,0.8040201005025126,38.41206030150754,0.8241206030150754,37.06532663316583,3.658291457286432,16.321608040201006,1856,4975.0
1.5824175824175823,1.802197802197802,0.3516483516483516,39.120879120879124,2.3296703296703294,32.15384615384615,4.7032967032967035,17.956043956043956,1857,4550.0
2.5828075709779177,2.4645110410094637,0.8083596214511041,40.457413249211356,0.9660883280757099,37.125394321766564,5.579652996845426,10.015772870662461,1858,5072.0
2.522202486678508,2.5577264653641207,2.291296625222025,33.55239786856128,0.05328596802841918,42.912966252220244,4.351687388987567,11.758436944937834,1859,5630.0
2.1213322759714512,1.0111022997620935,0.4559873116574148,34.97224425059476,0.0,46.15384615384615,5.233941316415543,10.051546391752577,1860,5044.0
2.5550942190993293,1.4532098371127435,1.836473969977643,27.866496327052058,0.0,54.51932290003194,6.100287448099649,5.669115298626637,1861,6262.0
3.431697612732096,0.6962864721485411,1.3594164456233422,25.663129973474803,0.04973474801061008,57.19496021220159,4.326923076923077,7.277851458885943,1862,6032.0
3.3774319066147864,0.8404669260700388,0.5136186770428016,28.06225680933852,0.2178988326848249,52.48249027237354,5.6964980544747075,8.809338521400779,1863,6425.0
2.95059854999157,0.8261675939976395,0.30349013657056145,25.40886865621312,0.033721126285617936,57.07300623840836,4.855842185128983,8.548305513404147,1864,5931.0
6.723386594729197,1.3073251711973437,0.47727744345299855,29.40444075534343,0.3112678979041295,46.19215604897281,5.1047935256277235,10.479352562772359,1865,4819.0
5.50556657007778,2.806161354277871,0.6557877077931982,16.135427787097758,0.12200701540338571,60.05795333231661,5.810584108586244,8.906512124447156,1866,6557.0
4.16420205844079,2.933869632083284,1.1593517094522654,14.82313971371111,0.2957529871051698,58.99680586773927,6.648527150124216,10.978350881343902,1867,8453.0
4.792998055015282,2.889691580994721,0.6946373992775771,14.823562100583496,1.2364545707140873,59.18310641844957,6.724090025006946,9.655459849958321,1868,7198.0
7.361963190184049,3.1577047997112957,1.38939011187297,19.307109346806207,1.623962468422952,49.4225911223385,7.235654998195597,10.501623962468424,1869,5542.0
6.936290497934333,1.6307893020221786,0.7827788649706457,18.37355946944988,7.175472928897586,49.467275494672755,4.587953903022396,11.045879539030224,1870,4599.0
1.7020089285714284,2.650669642857143,1.1997767857142858,13.671875,7.533482142857142,55.71986607142857,4.1015625,13.420758928571427,1871,3584.0
2.308214528173795,2.8513238289205702,2.2742701968771217,12.423625254582484,4.955872369314324,53.97148676171079,6.143923964697896,15.071283095723015,1872,2946.0
2.7925061859314244,4.701307882644044,1.6260162601626018,16.118769883351007,1.1311417462000708,52.45669848002827,8.62495581477554,12.548603746907034,1873,2829.0
3.134369037884982,5.85990733169801,1.0902153175252112,12.946306895611883,1.3082583810302535,47.45162169528482,6.241482692831834,21.967838648133007,1874,3669.0
2.1537622682660853,8.996728462377316,3.298800436205016,3.816793893129771,1.444929116684842,50.81788440567067,6.543075245365322,22.92802617230098,1875,3668.0
3.2129844319311025,12.321960914210003,1.523683338853925,3.1136137793971517,1.0268300761841669,52.931434249751575,4.670420669095727,21.19907254057635,1876,3019.0
4.07108239095315,16.05815831987076,1.3893376413570273,1.5508885298869144,1.4539579967689822,51.663974151857836,6.817447495961228,16.995153473344104,1877,3095.0
2.654600301659125,15.92760180995475,2.564102564102564,1.478129713423831,9.170437405731523,45.158371040723985,4.223227752639517,18.823529411764707,1878,3315.0
2.852253280091272,12.321734169994295,2.2818026240730176,3.451226468910439,3.650884198516828,55.13405590416429,5.476326297775243,14.831717056474613,1879,3506.0
2.3565289714444138,8.76074299972276,1.275298031605212,6.37649015802606,1.1366786803437758,61.76878292209592,4.408095370113667,13.917382866648184,1880,3607.0
2.776280323450135,12.398921832884097,1.9137466307277629,1.1051212938005393,1.5363881401617252,59.19137466307277,4.177897574123989,16.900269541778975,1881,3710.0
4.033161550526552,13.511091194263948,2.3526775711404886,2.307864665023527,6.004929419672866,50.078422585704686,3.428187317947569,18.283665695720366,1882,4463.0
8.153078202995008,10.04575707154742,3.057404326123128,2.391846921797005,4.825291181364393,52.68302828618968,3.5149750415973373,15.328618968386024,1883,4808.0
9.408983451536642,10.49645390070922,3.0260047281323876,1.6548463356973995,3.8534278959810875,57.21040189125296,2.3877068557919623,11.962174940898345,1884,4230.0
