pers | mogendheid | troepen | vijanden | tusschenkomst | vertegenwoordigers,beursberigten | reis | 1867 | handelsberichten | naamlooze | algemeen,zaken | politiek | aangelegenheden | staatkunde | betrekkingen | verwikkelingen,leden | huizen | kunstenaars | commissarissen | geleerden | ingenieurs,markt | ruwe | merken | granen | rogge | vraag,beurzen | mogendheden | bladen | dagbladen | gezanten | regeringen,fondsen | soorten | markten | staatsfondsen | koersen | fondsenmarkt,dito | 70 | ij | 11 | 14 | ƒ650,waren | was | en | met | werd | leverde,berigten | nieuwstijdingen | tijdingen | berichten | nieuws | brieven,havens | kooplieden | zeevaart | maatschappijen | likeuren | paspoorten,effecten | rekening | schuld | bankbiljetten | schuldbrieven | schuldeischers,year,sum
1.1620668188420833,4.3992529570450305,45.424361900809295,0.2905167047105208,1.245071591616518,10.417098983191533,2.1996264785225152,0.26976551151691225,6.578128242373936,24.85992944594314,1.9506121601992115,1.2035692052293008,1865,4819.0
1.3420771694372426,1.0828122617050482,58.88363580905902,0.12200701540338571,2.455391184993137,10.126582278481013,3.309440292816837,0.0,5.627573585481165,14.869605002287631,0.5947842000915052,1.586091200244014,1866,6557.0
1.7271974446941913,0.9818999171891637,57.719152963444934,1.0647107535786111,2.5434756891044596,9.783508813439015,4.377144209156512,0.17745179226310187,4.16420205844079,13.533656689932569,0.5560156157577192,3.3715840529989354,1867,8453.0
1.208669074742984,1.6532370102806333,58.168935815504305,0.2639622117254793,2.333981661572659,10.405668241178105,3.737149208113365,0.34731869963878853,4.723534315087524,13.851069741594888,0.9030286190608503,2.403445401500417,1868,7198.0
1.5878744135691087,1.8585348249729339,48.0873330927463,1.0465535907614578,3.0133525802959222,12.017322266329845,2.850956333453627,1.2269938650306749,7.361963190184049,17.50270660411404,1.4254781667268135,2.0209310718152294,1869,5542.0
0.9784735812133072,6.979778212654924,48.81495977386388,0.23918243096325287,1.7829963035442487,9.197651663405088,1.9352033050663187,0.32615786040443573,6.936290497934333,17.590780604479235,1.3481191563383343,3.8704066101326373,1870,4599.0
1.3392857142857142,8.119419642857142,54.93861607142857,1.0602678571428572,2.3716517857142856,7.282366071428571,2.1763392857142856,0.25111607142857145,1.7020089285714284,11.662946428571429,1.9252232142857144,7.170758928571429,1871,3584.0
0.5431093007467752,4.209097080787508,53.56415478615071,1.9348268839103868,3.971486761710794,10.590631364562118,2.308214528173795,1.052274270196877,2.240325865580448,10.556687033265446,1.7990495587236932,7.230142566191446,1872,2946.0
0.4241781548250266,1.5906680805938493,52.03252032520326,1.4492753623188406,4.913396960056557,12.230470130788264,1.2725344644750796,0.24743725698126548,2.7925061859314244,14.634146341463413,0.8483563096500532,7.564510427712973,1873,2829.0
0.8994276369582993,1.2264922322158627,46.68847097301717,0.8449168710820387,6.323248841646226,8.912510220768603,3.515944399018806,0.10902153175252113,3.188879803761243,11.6107931316435,1.6625783592259473,15.017715998909784,1874,3669.0
0.9814612868047983,1.2268266085059978,49.89094874591058,4.143947655398037,9.133042529989096,8.66957470010905,6.543075245365322,0.08178844056706652,2.0174482006543077,2.808069792802617,1.8538713195201746,12.649945474372956,1875,3668.0
1.159324279562769,1.9874130506790328,52.16959258032461,1.159324279562769,7.717787346803577,9.274594236502152,8.777740973832394,0.4637297118251077,2.683007618416694,1.4905597880092747,1.5568068896985758,11.56011924478304,1876,3019.0
1.3247172859450727,1.518578352180937,50.59773828756058,0.9369951534733442,8.788368336025847,10.048465266558965,13.764135702746366,0.48465266558966075,3.3279483037156705,0.678513731825525,1.4539579967689822,7.075928917609047,1877,3095.0
0.8446455505279035,8.597285067873303,44.52488687782805,1.8401206636500755,8.054298642533936,7.631975867269985,16.3499245852187,0.6334841628959276,2.171945701357466,1.0558069381598794,2.865761689291101,5.429864253393665,1878,3315.0
1.226468910439247,3.87906446092413,54.07872219053051,1.7683970336565886,5.590416428978894,5.818596691386195,11.808328579577866,0.48488305761551626,2.2247575584711923,2.880775812892185,5.561893896177981,4.677695379349686,1879,3506.0
1.0257831993346271,1.1644025505960631,60.909342944275025,0.99805932908234,5.849736623232603,4.408095370113667,5.822012752980316,0.637649015802606,1.9129470474078183,5.517050180205157,10.008317161075686,1.7466038258940948,1880,3607.0
0.5929919137466307,0.37735849056603776,58.81401617250673,0.7277628032345014,8.652291105121295,4.231805929919137,7.681940700808626,1.1859838274932615,2.776280323450135,0.6738544474393532,10.431266846361185,3.8544474393530996,1881,3710.0
0.9186645753977145,0.6049742325789828,49.33900963477482,0.6049742325789828,8.78332959892449,3.652251848532377,10.710284561953841,5.9153036074389425,3.898722832175667,1.6356710732691015,9.365897378444993,4.5709164239300915,1882,4463.0
0.956738768718802,0.8735440931780365,51.767886855241265,1.622296173044925,7.445923460898503,3.4733777038269547,9.213810316139767,4.78369384359401,7.945091514143095,1.6014975041597337,4.305324459234609,6.0108153078203,1883,4808.0
0.5437352245862884,1.2293144208037825,56.666666666666664,1.2056737588652482,8.156028368794328,2.293144208037825,7.612293144208038,3.8534278959810875,9.361702127659575,0.6855791962174941,3.900709219858156,4.491725768321513,1884,4230.0
