pers | mogendheid | troepen | vijanden | tusschenkomst | vertegenwoordigers,beursberigten | reis | 1867 | handelsberichten | naamlooze | algemeen,zaken | politiek | aangelegenheden | staatkunde | betrekkingen | verwikkelingen,leden | huizen | kunstenaars | commissarissen | geleerden | ingenieurs,markt | ruwe | merken | granen | rogge | vraag,beurzen | mogendheden | bladen | dagbladen | gezanten | regeringen,fondsen | soorten | markten | staatsfondsen | koersen | fondsenmarkt,dito | 70 | ij | 11 | 14 | ƒ650,waren | was | en | met | werd | leverde,berigten | nieuwstijdingen | tijdingen | berichten | nieuws | brieven,havens | kooplieden | zeevaart | maatschappijen | likeuren | paspoorten,effecten | rekening | schuld | bankbiljetten | schuldbrieven | schuldeischers,year,sum
0.3710575139146568,6.447124304267161,41.30333951762523,1.3218923933209648,0.8348794063079777,8.97495361781076,2.504638218923933,1.2523191094619666,0.27829313543599254,27.666975881261596,8.186456400742115,0.8580705009276438,1855,4312.0
2.7939698492462313,11.095477386934673,36.26130653266332,0.2814070351758794,1.0854271356783918,8.522613065326633,4.060301507537688,0.8241206030150754,1.1256281407035176,26.030150753768844,6.974874371859297,0.9447236180904521,1856,4975.0
1.2967032967032968,9.736263736263737,31.494505494505493,0.37362637362637363,1.4505494505494507,10.68131868131868,3.5164835164835164,2.3296703296703294,1.5824175824175823,28.857142857142858,7.934065934065934,0.7472527472527473,1857,4550.0
1.7941640378548895,10.488958990536277,36.02129337539432,1.1435331230283912,1.9124605678233437,10.42981072555205,2.6813880126182967,0.9660883280757099,2.5828075709779177,29.652996845425868,1.6561514195583598,0.6703470031545742,1858,5072.0
2.984014209591474,9.005328596802842,41.54529307282416,0.49733570159857904,1.8117229129662522,9.378330373001777,4.529307282415631,0.05328596802841918,2.522202486678508,24.08525754884547,2.8774422735346357,0.7104795737122558,1859,5630.0
2.260111022997621,6.443298969072164,44.80570975416337,0.3370340999206979,0.6938937351308485,10.745440126883427,2.9341792228390164,0.0,2.1609833465503567,27.577319587628867,1.0309278350515463,1.0111022997620935,1860,5044.0
0.6707122325135739,6.51549025870329,54.136058767167036,0.7824976045991696,0.49504950495049505,8.974768444586394,2.331523474928138,0.0,2.5550942190993293,21.047588629830724,1.7885659533695304,0.7026509102523155,1861,6262.0
1.143899204244032,4.973474801061008,56.44893899204244,1.0112732095490717,0.34814323607427056,8.388594164456235,1.6744031830238728,0.0,3.431697612732096,20.242042440318304,1.823607427055703,0.5139257294429709,1862,6032.0
1.2918287937743191,7.813229571984436,51.67315175097277,0.4046692607003891,0.8715953307392996,9.83657587548638,2.7081712062256806,0.0933852140077821,3.2529182879377427,19.92217898832685,1.6964980544747081,0.4357976653696498,1863,6425.0
1.2308211094250547,3.1529253077052775,56.078233012982636,0.25290844714213456,0.556398583712696,9.003540718259991,2.680829539706626,0.20232675771370764,2.680829539706626,21.95245321193728,1.63547462485247,0.5732591468555049,1864,5931.0
