leden | huizen | zeevaart | kunstenaars | staten | commissarissen,rogge | 70 | noteeren | 14 | ƒ650 | ƒ36,mogendheden | bladen | dagbladen | gezanten | regeringen | hoven,zaken | politiek | aangelegenheden | staatkunde | betrekkingen | pers,soorten | markt | ruwe | merken | granen | koersen,berigten | nieuwstijdingen | reis | tijdingen | berichten | troepen,beurzen | fondsen | effecten | rekening | schuld | staatsfondsen,havens | markten | kooplieden | maatschappijen | likeuren | schepen,beursberigten | 1867 | dito | handelsberichten | ij | binnenlandsche,waren | was | en | met | werd | leverde,year,sum
1.414656771799629,0.3246753246753247,2.6669758812615956,41.58163265306122,1.2987012987012987,30.589053803339517,8.7430426716141,8.603896103896105,4.499072356215214,0.27829313543599254,1855,4312.0
0.5025125628140703,0.1206030150753769,3.477386934673367,37.10552763819096,1.7889447236180904,32.76381909547739,8.92462311557789,7.457286432160803,6.733668341708543,1.1256281407035176,1856,4975.0
0.5054945054945056,0.41758241758241765,4.5054945054945055,32.15384615384615,1.7142857142857144,33.494505494505496,9.604395604395604,8.395604395604396,7.626373626373627,1.5824175824175823,1857,4550.0
1.3209779179810726,0.27602523659305994,5.067034700315457,37.125394321766564,2.425078864353312,34.5820189274448,8.261041009463723,1.754731861198738,6.604889589905364,2.5828075709779177,1858,5072.0
1.0124333925399644,0.0,4.227353463587922,43.07282415630551,2.5577264653641207,28.667850799289518,9.289520426287744,2.4689165186500888,6.181172291296625,2.522202486678508,1859,5630.0
0.3965107057890563,0.0,5.174464710547184,46.55035685963521,1.0111022997620935,29.42109436954798,9.02061855670103,1.1498810467882634,5.174464710547184,2.1015067406819985,1860,5044.0
1.916320664324497,0.0,6.020440753752795,54.55126157777068,1.4532098371127435,22.963909294155222,4.7269243053337595,0.9421909932928777,4.870648355158096,2.5550942190993293,1861,6262.0
1.5915119363395225,0.04973474801061008,4.061671087533156,57.37732095490716,0.6962864721485411,21.336206896551722,5.752652519893899,1.5251989389920424,4.177718832891246,3.431697612732096,1862,6032.0
0.7003891050583658,0.311284046692607,5.509727626459144,52.715953307392994,0.8404669260700388,23.14396887159533,6.957198443579767,1.8521400778210118,4.684824902723736,3.2840466926070038,1863,6425.0
0.32035069971337043,0.23604788399932555,4.7883999325577475,57.106727364693974,0.8261675939976395,25.425729219355926,6.997133704265722,1.5511718091384252,0.0,2.748271792277862,1864,5931.0
0.47727744345299855,0.3112678979041295,4.980286366466072,46.233658435360034,1.3073251711973437,29.40444075534343,8.072214152313759,2.4071384104586016,0.04150238638721727,6.764888981116414,1865,4819.0
0.41177367698642675,0.19826140003050174,5.749580600884551,60.14945859386914,2.729906969650755,15.891413756290987,8.387982308982767,0.7015403385694677,0.12200701540338571,5.658075339332012,1866,6557.0
1.1475215899680586,0.18928191174730863,6.5893765527031825,59.22157813793919,2.9102093931148705,14.574707204542767,10.327694309712527,0.6979770495682006,0.1301313143262747,4.211522536377617,1867,8453.0
0.7224228952486802,0.5001389274798554,6.696304529035843,59.21089191442067,2.8341205890525143,14.795776604612392,9.01639344262295,0.6390664073353709,0.7918866351764378,4.792998055015282,1868,7198.0
1.5878744135691087,1.2991699747383616,6.9649945867917715,49.45867917719235,3.1577047997112957,19.271021291952366,8.661133164922411,1.8765788523998554,0.36088054853843377,7.361963190184049,1869,5542.0
0.8480104370515329,0.60882800608828,4.479234616220918,49.59773863883453,1.6307893020221786,18.243096325288104,10.176125244618394,0.91324200913242,6.5666449228093065,6.936290497934333,1870,4599.0
1.2834821428571428,0.6975446428571429,4.017857142857143,55.71986607142857,2.650669642857143,13.671875,11.328125,2.0926339285714284,6.8359375,1.7020089285714284,1871,3584.0
2.240325865580448,2.8513238289205702,6.008146639511202,53.97148676171079,2.6476578411405294,12.423625254582484,13.306177868295995,1.9348268839103868,2.308214528173795,2.308214528173795,1872,2946.0
1.7674089784376106,1.1311417462000708,8.412866737363025,52.45669848002827,4.701307882644044,16.118769883351007,11.629551078119476,0.9897490279250619,0.0,2.7925061859314244,1873,2829.0
0.9811937857726901,1.362769146906514,6.241482692831834,47.45162169528482,5.750885799945489,12.946306895611883,20.005451076587626,2.016898337421641,0.05451076587626057,3.188879803761243,1874,3669.0
