,pmi,w1,w2,year
0,0.0,internationaal,binnenland,1837
0,0.0,internationaal,nationale,1837
0,1.7846364595719135,internationale,recht,1838
0,2.1169793028511155,internationale,conferentie,1838
0,0.0,internationale,collectieve,1838
0,1.1877913298681348,internationale,vrede,1838
0,2.014886482937819,internationale,rust,1838
0,2.174491285976648,internationale,toestand,1838
0,0.0,internationale,onrust,1838
0,1.8771488327518908,internationale,staten,1838
0,1.236913775150443,internationale,natie,1838
0,0.0,internationale,congres,1838
0,0.0,internationale,arbitrage,1838
0,0.0,internationale,diplomatieke,1838
0,1.5387646571801477,internationale,buitenland,1838
0,1.416049981849115,internationale,buitenlandsche,1838
0,1.5025735936067348,internationale,binnenland,1838
0,3.305842475785285,internationale,nationale,1838
0,0.0,internationaal,recht,1838
0,0.0,internationaal,conferentie,1838
0,0.0,internationaal,collectieve,1838
0,0.0,internationaal,vrede,1838
0,0.0,internationaal,rust,1838
0,0.0,internationaal,toestand,1838
0,0.0,internationaal,onrust,1838
0,0.0,internationaal,staten,1838
0,0.0,internationaal,natie,1838
0,0.0,internationaal,congres,1838
0,0.0,internationaal,arbitrage,1838
0,0.0,internationaal,diplomatieke,1838
0,0.0,internationaal,buitenland,1838
0,0.0,internationaal,buitenlandsche,1838
0,0.0,internationaal,binnenland,1838
