,100,120,150,175,year
0,0.10212617367506027,0.03983449935913086,0.11173659563064575,0.07529783993959427,1830
1,0.051551662385463715,0.023226391524076462,0.042455725371837616,0.012629561126232147,1835
2,0.06751417368650436,0.03991147130727768,0.040967926383018494,0.10045460611581802,1840
3,0.013807597570121288,0.004055095836520195,-0.041653916239738464,0.08049136400222778,1845
4,-0.022579852491617203,-0.027942610904574394,-0.008483870886266232,0.011184951290488243,1850
5,0.00867032166570425,-0.043955083936452866,0.02171599492430687,0.025743115693330765,1855
6,0.023866387084126472,-0.022001711651682854,-0.03340644761919975,-0.020544948056340218,1860
7,0.017170654609799385,-0.014949317090213299,-0.0009650739375501871,-0.03090664930641651,1865
8,0.06606178730726242,0.005862513557076454,0.07063878327608109,0.0523856021463871,1870
9,0.10447511076927185,0.07487587630748749,0.021674824878573418,0.06304491311311722,1875
10,0.09385793656110764,0.1180974468588829,0.08644493669271469,0.1292552798986435,1880
11,0.07768390327692032,0.07161605358123779,0.08456503599882126,0.06366921961307526,1885
12,0.06487827003002167,0.09975578635931015,0.13095475733280182,0.09697198867797852,1890
13,0.09497099369764328,0.13570629060268402,0.12442484498023987,0.07067445665597916,1895
14,0.024870337918400764,0.07049711048603058,0.03352130576968193,0.05151019245386124,1900
15,0.028530044481158257,0.03542311117053032,0.0067064594477415085,0.0379323773086071,1905
16,0.0866180956363678,0.07065242528915405,0.07510090619325638,0.05907406285405159,1910
