,100,120,150,175,year
0,0.31142422556877136,0.31339871883392334,0.2998967170715332,0.26264703273773193,1830
1,0.2235146462917328,0.24783247709274292,0.23346689343452454,0.24953176081180573,1835
2,0.30273112654685974,0.3198258578777313,0.3161545395851135,0.3074814975261688,1840
3,0.3479885458946228,0.3266247808933258,0.30470606684684753,0.33769696950912476,1845
4,0.34456345438957214,0.36287885904312134,0.3343069851398468,0.29961442947387695,1850
5,0.2596548795700073,0.30547860264778137,0.276510626077652,0.25000181794166565,1855
6,0.34755414724349976,0.301858514547348,0.3449210524559021,0.3337918519973755,1860
7,0.4109605550765991,0.37546321749687195,0.39745840430259705,0.42358914017677307,1865
8,0.3417136073112488,0.3606778383255005,0.3477373421192169,0.361440509557724,1870
9,0.4235170781612396,0.4397687315940857,0.40080469846725464,0.43021485209465027,1875
10,0.4832631051540375,0.5049134492874146,0.5030038356781006,0.5319676399230957,1880
11,0.4837478995323181,0.44366979598999023,0.4748472571372986,0.4713912904262543,1885
12,0.5188688039779663,0.46685177087783813,0.4911043643951416,0.4682142734527588,1890
13,0.4909391403198242,0.5114604234695435,0.4910600185394287,0.5025332570075989,1895
14,0.4447229206562042,0.4496397078037262,0.4047175347805023,0.45490795373916626,1900
15,0.4834756553173065,0.45747503638267517,0.4471738338470459,0.4930568039417267,1905
16,0.44075947999954224,0.4384404122829437,0.43574291467666626,0.4416158199310303,1910
