,100,120,150,175,year
0,0.21515332162380219,0.20181749761104584,0.1962893009185791,0.10957353562116623,1830
1,0.1189611554145813,0.08806267380714417,0.09008155018091202,0.05281682312488556,1835
2,0.03311837092041969,0.01811143197119236,0.05562705919146538,0.02889428474009037,1840
3,0.044588714838027954,0.03762339800596237,0.03901282697916031,-0.005021757911890745,1845
4,0.037532608956098557,0.056584883481264114,0.08410626649856567,0.021133113652467728,1850
5,0.015066755935549736,0.04238708317279816,0.05302339047193527,-0.020711667835712433,1855
6,0.038171976804733276,0.08011378347873688,0.07151710242033005,0.02759299799799919,1860
7,0.0729980319738388,0.07383789122104645,0.0952448919415474,0.04158961772918701,1865
8,0.06412311643362045,-0.00251539028249681,0.030397458001971245,0.05980778485536575,1870
9,0.09807012975215912,0.05320603400468826,0.06196778640151024,0.09630528092384338,1875
10,0.0943683609366417,0.01888100989162922,0.027397286146879196,0.023739716038107872,1880
11,0.07257071137428284,0.023073386400938034,0.03733792155981064,0.04072064906358719,1885
12,0.056807197630405426,0.061389002948999405,0.06319310516119003,0.11023560911417007,1890
13,0.04939163103699684,0.10053826868534088,0.02481686882674694,0.04002772271633148,1895
14,0.021039189770817757,0.03928055986762047,0.03131677955389023,0.018591931089758873,1900
15,0.02772597037255764,-0.004958781413733959,0.03987092524766922,0.03861729055643082,1905
16,0.04014486074447632,0.03632029891014099,0.07414085417985916,0.060547228902578354,1910
