,100,120,150,175,year
0,0.00015869626076892018,-0.0021349210292100906,0.005869110114872456,0.010995853692293167,1830
1,-0.08330885320901871,-0.10600045323371887,-0.04703095927834511,-0.10380005091428757,1835
2,-0.057065803557634354,-0.07229617238044739,-0.046613261103630066,-0.08013228327035904,1840
3,-0.02509237825870514,-0.09125454723834991,-0.07116948813199997,-0.08636321127414703,1845
4,-0.02728213556110859,-0.05456535145640373,-0.046553030610084534,-0.06178329885005951,1850
5,-0.04277399554848671,-0.045914504677057266,0.0011696970323100686,-0.08054772764444351,1855
6,0.006114173214882612,-0.019124267622828484,-0.00333590991795063,-0.027316760271787643,1860
7,-0.0034435451962053776,-0.009183338843286037,0.02478688769042492,0.011550222523510456,1865
8,0.0333331823348999,0.06214941665530205,0.08888731896877289,0.08215641230344772,1870
9,0.0925893485546112,-0.005709584802389145,0.05533084645867348,0.06953747570514679,1875
10,0.013247068971395493,0.05961516499519348,0.059410806745290756,0.06177816167473793,1880
11,0.01844475418329239,0.025141919031739235,0.06585440784692764,0.1015097051858902,1885
12,-0.0178056750446558,0.057304028421640396,0.042862340807914734,0.04824652895331383,1890
13,0.04189588129520416,0.04621770977973938,0.09981851279735565,0.04152798280119896,1895
14,0.01721622794866562,0.03531728684902191,-0.02861182577908039,0.05947817116975784,1900
15,0.044974811375141144,0.06335148215293884,0.016747668385505676,-0.02374793030321598,1905
16,0.020148130133748055,0.050413817167282104,0.00037003355100750923,0.05051954463124275,1910
