,100,120,150,175,year
0,0.21141523122787476,0.1770676225423813,0.21076634526252747,0.24616853892803192,1815
1,0.21211516857147217,0.23587830364704132,0.1987801343202591,0.22310151159763336,1825
2,0.133705273270607,0.15829049050807953,0.16978347301483154,0.12059015780687332,1835
3,0.12541355192661285,0.11527645587921143,0.11059936136007309,0.1348981112241745,1845
4,0.13292983174324036,0.11873237788677216,0.13750839233398438,0.13801920413970947,1855
5,0.2665032148361206,0.2514078617095947,0.2320583313703537,0.23634742200374603,1865
6,0.27635616064071655,0.25449368357658386,0.23773019015789032,0.20246964693069458,1875
7,0.3074783980846405,0.289723664522171,0.2630625069141388,0.22644305229187012,1885
8,0.35479357838630676,0.314212441444397,0.2831742763519287,0.26761311292648315,1895
9,0.37676340341567993,0.3242012560367584,0.32663494348526,0.2679111957550049,1905
