ngram,1830,1850,1860,1870,1880,1890,1900,1910
stedeh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
steden,0.0,0.0,3.0,14.0,15.0,38.0,42.0,31.0
steeiikolenorders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stelen,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tentoonstelling,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
tentoonstellingen,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0
tentoonsteuingen,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
theaters,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
toepassing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
toerustingen,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tooneeldécors,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tooneelen,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
tramwegmaatschappijen,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
type,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
uitvinders,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
vaartuigen,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
vakorgaaisatién,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
varkenfokkers,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
veeltijds,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
verdiensten,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
vermaardheid,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
verzamelingen,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
voorbeelden,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
voorraden,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
vraag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
waardeering,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
waarideering,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
wapeningen,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
waterwerken,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
wedstrijden,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
werken,0.0,0.0,1.0,3.0,1.0,0.0,3.0,3.0
werkstakingen,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
zaak,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
zaal,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
zaken,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ziekenhuizen,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
zomervakantie,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
zustermaatschappijen,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
établissementen,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
„tournee,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
■js6»,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
