,pmi,w1,w2,year
0,1.2170631574978805,buitenland,beschaving,1840
0,1.5259956640717838,buitenland,europa,1840
0,1.018103598418456,buitenlandsche,overzee,1840
0,1.2172322735287922,buitenlandsche,vasteland,1840
0,0.0,buitenlandsche,continent,1840
0,0.0,buitenlandsche,continentaal,1840
0,1.0190978623626963,buitenlandsche,overzees,1840
0,1.494080003814863,buitenlandsche,werelddeel,1840
0,1.1283251613742633,buitenlandsche,beschaving,1840
0,1.4893067250622054,buitenlandsche,europa,1840
0,1.3146775490301874,buitenland,overzee,1841
0,1.4291574475244764,buitenland,vasteland,1841
0,0.7435009386936887,buitenland,continent,1841
0,1.9962639071890567,buitenland,continentaal,1841
0,1.320712488519491,buitenland,overzees,1841
0,1.3423374397823926,buitenland,werelddeel,1841
0,1.3367647607473443,buitenland,beschaving,1841
0,1.5602620752208107,buitenland,europa,1841
0,1.3534657125166523,buitenlandsche,overzee,1841
0,1.513508230689507,buitenlandsche,vasteland,1841
0,0.30655479822543297,buitenlandsche,continent,1841
0,0.0,buitenlandsche,continentaal,1841
0,1.356672736954932,buitenlandsche,overzees,1841
0,1.1130306640923813,buitenlandsche,werelddeel,1841
0,1.3624421422272015,buitenlandsche,beschaving,1841
0,1.551770561085418,buitenlandsche,europa,1841
0,1.0261386763834603,buitenland,overzee,1842
0,1.4409759243204878,buitenland,vasteland,1842
0,1.829633914112271,buitenland,continent,1842
0,1.6473123573183162,buitenland,continentaal,1842
0,1.0308405444173387,buitenland,overzees,1842
0,1.578319485831365,buitenland,werelddeel,1842
0,1.1117941209619542,buitenland,beschaving,1842
0,1.4892012762749611,buitenland,europa,1842
0,1.1128614947215423,buitenlandsche,overzee,1842
0,1.5713738061612315,buitenlandsche,vasteland,1842
0,1.4745239801713137,buitenlandsche,continent,1842
0,1.9853496039373044,buitenlandsche,continentaal,1842
0,1.1093665955512422,buitenlandsche,overzees,1842
0,1.0690588720631493,buitenlandsche,werelddeel,1842
0,0.9108348668482553,buitenlandsche,beschaving,1842
0,1.4491723889738992,buitenlandsche,europa,1842
0,1.2070331937456678,buitenland,overzee,1843
0,0.39192760611885846,buitenland,vasteland,1843
0,0.6150711574330682,buitenland,continent,1843
0,2.694512699112904,buitenland,continentaal,1843
0,1.2159143876376148,buitenland,overzees,1843
0,1.8094745107428536,buitenland,werelddeel,1843
0,1.4215470233000167,buitenland,beschaving,1843
0,1.6446905746142264,buitenland,europa,1843
0,1.164713460695782,buitenlandsche,overzee,1843
0,-0.658620354130868,buitenlandsche,vasteland,1843
0,0.9508175583032326,buitenlandsche,continent,1843
0,3.0302590999830685,buitenlandsche,continentaal,1843
0,1.1786811355441031,buitenlandsche,overzees,1843
0,1.2850196463899064,buitenlandsche,werelddeel,1843
0,1.5386042232053514,buitenlandsche,beschaving,1843
0,1.505378575577031,buitenlandsche,europa,1843
0,1.476270066627892,buitenland,overzee,1844
0,1.3486416018467577,buitenland,vasteland,1844
