,100,120,150,175,year
0,0.34210535883903503,0.34312623739242554,0.37643128633499146,0.350809246301651,1830
1,0.24004027247428894,0.22641050815582275,0.2437935620546341,0.2327527105808258,1835
2,0.221297487616539,0.25206947326660156,0.20689626038074493,0.2537892460823059,1840
3,0.29245275259017944,0.313790500164032,0.291745662689209,0.3406672179698944,1845
4,0.2727707624435425,0.26614806056022644,0.25516894459724426,0.25558915734291077,1850
5,0.24210858345031738,0.24756410717964172,0.22488409280776978,0.2094700038433075,1855
6,0.2993600368499756,0.27171972393989563,0.2644403278827667,0.2975330054759979,1860
7,0.3121519088745117,0.3060789108276367,0.24584291875362396,0.307843953371048,1865
8,0.2345857322216034,0.2819521427154541,0.27713295817375183,0.27173805236816406,1870
9,0.3510196805000305,0.321295827627182,0.32970231771469116,0.3284706473350525,1875
10,0.38902711868286133,0.35454824566841125,0.38628390431404114,0.3962201476097107,1880
11,0.40583768486976624,0.373241662979126,0.40636199712753296,0.3635132908821106,1885
12,0.47892194986343384,0.43366628885269165,0.5182280540466309,0.44114235043525696,1890
13,0.5184721946716309,0.49509647488594055,0.5416494607925415,0.4873161315917969,1895
14,0.5077868700027466,0.5175508260726929,0.5231472253799438,0.4843321144580841,1900
15,0.5127784013748169,0.4773668944835663,0.5049530863761902,0.48300012946128845,1905
16,0.5075330138206482,0.5226132869720459,0.5553696751594543,0.5318608283996582,1910
